title,Type,Episodes,Status,Premiered,Released_Season,Released_Year,Genres,Themes,Studios,Producers,Demographic,Rating,Score,Ranked,Popularity,Members,Favorites
Katekyou Hitman Reborn!,TV,203,Finished Airing,Fall 2006,Fall,2006.0,"Action, Comedy","Organized Crime, Super Power",Artland,"TV Tokyo, Dentsu, Marvelous Entertainment, Pony Canyon, d-rights",Shounen,PG-13 - Teens 13 or older,8.12,524.0,424.0,580533.0,16174.0
Kekkaishi,TV,52,Finished Airing,Fall 2006,Fall,2006.0,"Action, Adventure, Supernatural",Mythology,Sunrise,"Yomiuri Telecasting, Tohokushinsha Film Corporation",Shounen,PG-13 - Teens 13 or older,7.59,1695.0,2101.0,116852.0,643.0
Venus Versus Virus,TV,12,Finished Airing,Winter 2007,Winter,2007.0,"Drama, Romance, Supernatural",,Studio Hibari,"TBS, Venus Vangard, Half H.P Studio, BS-i",,PG-13 - Teens 13 or older,6.32,8388.0,4395.0,31646.0,47.0
Salaryman Kintarou,TV,20.0,Finished Airing,Winter 2001,Winter,2001.0,"Action, Comedy, Drama","Adult Cast, Martial Arts",JCF,"Bandai Visual, TBS, 81 Produce, Shueisha, Arts Magic",Seinen,R+ - Mild Nudity,7.42,2353.0,6720.0,11219.0,38.0
Mai-Otome Zwei,OVA,4.0,Finished Airing,,,,Action,,Sunrise,"Bandai Visual, Lantis",,R+ - Mild Nudity,7.23,3324.0,5345.0,20154.0,27.0
Galerians: Rion,OVA,3.0,Finished Airing,,,,"Adventure, Drama, Horror, Mystery, Sci-Fi, Supernatural, Suspense","Military, Psychological",add some,Enterbrain,,R - 17+ (violence & profanity),5.38,12987.0,9984.0,4030.0,14.0
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,OVA,1.0,Finished Airing,,,,"Comedy, Fantasy",,Trans Arts,"Production I.G, Nihon Ad Systems, Shueisha",,G - All Ages,5.47,12657.0,10934.0,3023.0,4.0
Captain Tsubasa: Road to 2002,TV,52,Finished Airing,Fall 2001,Fall,2001.0,Sports,Team Sports,Group TAC,"Madhouse, TV Tokyo, Dentsu, Avex Mode",Shounen,PG-13 - Teens 13 or older,7.47,2143.0,3068.0,62968.0,350.0
Massugu ni Ikou.,TV,4.0,Finished Airing,Summer 2003,Summer,2003.0,"Comedy, Slice of Life",Pets,Yumeta Company,Yomiuri Telecasting,Josei,PG - Children,6.37,8090.0,9416.0,4799.0,8.0
Soreyuke! Uchuu Senkan Yamamoto Youko (1999),TV,26,Finished Airing,Spring 1999,Spring,1999.0,"Action, Adventure, Sci-Fi",,J.C.Staff,Kadokawa Shoten,,PG-13 - Teens 13 or older,6.53,7100.0,8311.0,6619.0,9.0
Negima!? Haru Special!?,OVA,1.0,Finished Airing,,,,"Comedy, Fantasy, Romance, Ecchi","Harem, Super Power","Shaft, GANSIS",Starchild Records,Shounen,PG-13 - Teens 13 or older,7.05,4293.0,5275.0,20811.0,13.0
Maps,OVA,4,Finished Airing,,,,"Action, Adventure, Comedy, Sci-Fi",Space,TMS Entertainment,"KSS, Tokyo Movie Shinsha",Shounen,R+ - Mild Nudity,5.75,11579.0,10356.0,3572.0,5.0
Haru no Ashioto The Movie: Ourin Dakkan,OVA,1,Finished Airing,,,,"Action, Comedy",School,Asahi Production,add some,,PG-13 - Teens 13 or older,4.74,14018.0,11651.0,2463.0,0.0
Kai Doh Maru,OVA,1.0,Finished Airing,,,,"Action, Fantasy",Historical,Production I.G,"Aniplex, SME Visual Works",,R - 17+ (violence & profanity),5.54,12446.0,7526.0,8515.0,6.0
G-On Riders,TV,13.0,Finished Airing,Summer 2002,Summer,2002.0,"Action, Comedy, Sci-Fi",School,"Shaft, TNK",add some,,R+ - Mild Nudity,5.76,11515.0,8747.0,5892.0,6.0
To Heart 2 Special,Special,1,Finished Airing,,,,"Drama, Romance",School,OLM,add some,,PG-13 - Teens 13 or older,6.3,8557.0,9616.0,4489.0,2.0
Soul Link Special,Special,1,Finished Airing,,,,"Adventure, Comedy, Romance, Sci-Fi, Ecchi","Military, Space",Picture Magic,Mellow Head,,PG-13 - Teens 13 or older,5.81,11266.0,10544.0,3378.0,2.0
Genma Taisen,Movie,1.0,Finished Airing,,,,"Adventure, Drama, Sci-Fi, Supernatural",Mecha,Madhouse,add some,Shounen,R+ - Mild Nudity,5.22,13368.0,7986.0,7318.0,6.0
Choushin Hime Dangaizer 3,OVA,4,Finished Airing,,,,"Adventure, Sci-Fi, Ecchi",Mecha,Chaos Project,KSS,,R+ - Mild Nudity,5.49,12598.0,10295.0,3632.0,5.0
Maou Dante,TV,13.0,Finished Airing,Summer 2002,Summer,2002.0,"Action, Horror, Supernatural",Mythology,Magic Bus,"AT-X, Dynamic Planning",Shounen,R+ - Mild Nudity,5.95,10501.0,6465.0,12291.0,12.0
Devilman Lady,TV,26,Finished Airing,Fall 1998,Fall,1998.0,"Action, Drama, Horror, Suspense",Psychological,TMS Entertainment,Dynamic Planning,Seinen,R+ - Mild Nudity,6.6,6693.0,4608.0,28626.0,118.0
Yousei Hime Ren,OVA,2,Finished Airing,,,,"Adventure, Comedy, Fantasy",,Dangun Pictures,KSS,,R+ - Mild Nudity,6.01,10220.0,9102.0,5266.0,7.0
Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out,TV Special,1,Finished Airing,,,,Sci-Fi,Mecha,Bones,add some,,PG-13 - Teens 13 or older,6.94,4781.0,6379.0,12693.0,10.0
Shintaisou: Shin,OVA,2,Finished Airing,,,,Hentai,School,AT-2,Discovery,,Rx - Hentai,5.94,,8888.0,5633.0,15.0
Shintaisou: Kari,OVA,4.0,Finished Airing,,,,Hentai,,ORADA COMPANY,Pink Pineapple,,Rx - Hentai,6.27,,7930.0,7460.0,40.0
Ai Shimai: Futari no Kajitsu,OVA,3,Finished Airing,,,,Hentai,,Office Take Off,"Pink Pineapple, Silky’s",,Rx - Hentai,6.47,,6686.0,11373.0,39.0
Ai Shimai 2: Futari no Kajitsu,OVA,2.0,Finished Airing,,,,Hentai,,Actas,"Pink Pineapple, Toshiba Entertainment",,Rx - Hentai,6.49,,7307.0,9153.0,20.0
Ai Shimai Tsubomi... Kegashite Kudasai,OVA,2.0,Finished Airing,,,,Hentai,,Arms,Pink Pineapple,,Rx - Hentai,6.03,,8216.0,6815.0,16.0
Kaze to Ki no Uta Sanctus: Sei Naru Kana,OVA,1.0,Finished Airing,,,,"Boys Love, Drama","Historical, School",Triangle Staff,"Konami, Tokyo Media Connections, Shogakukan",Shoujo,PG-13 - Teens 13 or older,6.85,5239.0,5682.0,17127.0,121.0
Peter Pan no Bouken,TV,41,Finished Airing,Winter 1989,Winter,1989.0,"Adventure, Fantasy",,Nippon Animation,Fuji TV,,G - All Ages,6.77,5702.0,9035.0,5379.0,12.0
Boku no Pico,OVA,1,Finished Airing,,,,"Boys Love, Hentai",,"Sugar Boy, Blue Cat",Natural High,,Rx - Hentai,4.21,,1436.0,186388.0,1778.0
Angel's Feather,OVA,2,Finished Airing,,,,"Boys Love, Drama, Fantasy, Sci-Fi, Supernatural",School,Venet,add some,,PG-13 - Teens 13 or older,5.41,12885.0,5216.0,21415.0,32.0
Iron Virgin Jun,OVA,1,Finished Airing,,,,"Action, Comedy, Fantasy, Ecchi","Martial Arts, Super Power",Dynamic Planning,add some,Seinen,R - 17+ (violence & profanity),4.54,14174.0,10414.0,3508.0,2.0
Sugar Sugar Rune,TV,51,Finished Airing,Summer 2005,Summer,2005.0,"Comedy, Drama",Mahou Shoujo,Studio Pierrot,"TV Tokyo, Marvelous Entertainment, TV Tokyo Music",Shoujo,PG - Children,7.5,2055.0,3601.0,47083.0,527.0
Sailor Victory,OVA,2,Finished Airing,,,,"Comedy, Sci-Fi",Mecha,animate Film,"Bandai Visual, Movic",,R+ - Mild Nudity,5.85,11075.0,11130.0,2866.0,3.0
Princess Rouge,OVA,2,Finished Airing,,,,"Fantasy, Romance",,"J.C.Staff, Front Line","AC Create, Cosmic Ray, BEAM Entertainment, NichiNare",,PG-13 - Teens 13 or older,5.76,11533.0,10977.0,2988.0,4.0
Herlock Saga: Nibelung no Yubiwa,OVA,6,Finished Airing,,,,"Action, Adventure, Drama, Sci-Fi",Space,"Studio Z5, Studio March","Bandai Visual, Avex Entertainment, 81 Produce",Seinen,R - 17+ (violence & profanity),6.64,6496.0,7975.0,7357.0,6.0
Kakugo no Susume,OVA,2,Finished Airing,,,,"Horror, Sci-Fi","Gore, Mecha, Mythology, Super Power",Ashi Productions,"Victor Entertainment, Big West",Shounen,R+ - Mild Nudity,4.82,13942.0,6229.0,13426.0,47.0
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA,2,Finished Airing,,,,"Comedy, Romance, Sci-Fi",,TNK,"Media Factory, KlockWorx, Toshiba Entertainment",,PG-13 - Teens 13 or older,6.79,5574.0,8158.0,6932.0,1.0
Uchuu Senkan Yamato,TV,26.0,Finished Airing,Fall 1974,Fall,1974.0,"Action, Adventure, Award Winning, Drama, Sci-Fi","Adult Cast, Military, Space",Office Academy,"Yomiko Advertising, Tohokushinsha Film Corporation",,PG-13 - Teens 13 or older,7.54,1893.0,4387.0,31818.0,229.0
Uchuu Senkan Yamato 2,TV,26.0,Finished Airing,Fall 1978,Fall,1978.0,"Action, Adventure, Drama, Sci-Fi","Adult Cast, Military, Space",Academy Productions,Yomiko Advertising,,PG-13 - Teens 13 or older,7.39,2505.0,7102.0,9857.0,27.0
Uchuu Senkan Yamato III,TV,25.0,Finished Airing,Fall 1980,Fall,1980.0,"Action, Adventure, Drama, Sci-Fi","Adult Cast, Military, Space",Academy Productions,Yomiuri Telecasting,,PG-13 - Teens 13 or older,6.99,4603.0,8030.0,7209.0,9.0
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,OVA,1.0,Finished Airing,,,,"Comedy, Drama, Girls Love","Love Polygon, Magical Sex Shift, School",Studio Hibari,"Bandai Visual, Lantis",,PG-13 - Teens 13 or older,6.75,5785.0,5793.0,16264.0,19.0
Nerima Daikon Brothers,TV,12,Finished Airing,Winter 2006,Winter,2006.0,Comedy,Music,Studio Hibari,Aniplex,,R+ - Mild Nudity,7.26,3158.0,7094.0,9868.0,73.0
PostPet Momobin,TV,24.0,Finished Airing,Summer 2004,Summer,2004.0,Comedy,,add some,add some,Kids,G - All Ages,5.26,13279.0,16716.0,626.0,0.0
Byston Well Monogatari: Garzey no Tsubasa,OVA,3,Finished Airing,,,,"Action, Fantasy",Isekai,J.C.Staff,"BMG Japan, Half H.P Studio, Sanctuary",,PG-13 - Teens 13 or older,4.12,14308.0,5585.0,17912.0,99.0
Karakuri no Kimi,OVA,1,Finished Airing,,,,"Action, Comedy, Fantasy, Horror","Historical, Martial Arts, Samurai",TMS Entertainment,TOHO,Shounen,R+ - Mild Nudity,6.5,7327.0,6528.0,11977.0,20.0
Mai-Otome Specials,Special,9,Finished Airing,,,,"Comedy, Drama, Fantasy",,Sunrise,add some,,PG-13 - Teens 13 or older,6.92,4908.0,8383.0,6489.0,3.0
Kurogane Communication,TV,24,Finished Airing,Fall 1998,Fall,1998.0,"Action, Adventure, Drama, Sci-Fi",,APPP,Pony Canyon,,R+ - Mild Nudity,6.63,6527.0,7918.0,7482.0,6.0
Cutie Honey,TV,25.0,Finished Airing,Fall 1973,Fall,1973.0,"Action, Sci-Fi, Ecchi",School,Toei Animation,Dynamic Planning,,PG-13 - Teens 13 or older,6.4,7966.0,5436.0,19257.0,55.0
Space Fantasia 2001 Nights,OVA,1,Finished Airing,,,,"Drama, Sci-Fi",Space,TMS Entertainment,add some,Seinen,R+ - Mild Nudity,6.19,9180.0,9779.0,4283.0,1.0
Haha wo Tazunete Sanzenri,TV,52.0,Finished Airing,Winter 1976,Winter,1976.0,"Adventure, Drama",Historical,Nippon Animation,add some,,G - All Ages,7.47,2155.0,6399.0,12614.0,61.0
Babel Nisei (2001),TV,13,Finished Airing,Fall 2001,Fall,2001.0,"Action, Adventure, Mystery, Sci-Fi, Supernatural",,Vega Entertainment,add some,Shounen,PG-13 - Teens 13 or older,5.64,12067.0,9605.0,4505.0,3.0
Babel Nisei (OVA),OVA,4,Finished Airing,,,,Sci-Fi,Mecha,J.C.Staff,Streamline Pictures,Shounen,PG-13 - Teens 13 or older,5.82,11201.0,10474.0,3444.0,4.0
Babel Nisei,TV,39.0,Finished Airing,Winter 1973,Winter,1973.0,"Adventure, Sci-Fi, Supernatural",,Toei Animation,TV Asahi,Shounen,PG-13 - Teens 13 or older,6.23,8939.0,11332.0,2694.0,2.0
Barom One,TV,13.0,Finished Airing,Winter 2003,Winter,2003.0,"Action, Sci-Fi, Supernatural",,E&G Films,AT-X,Shounen,PG-13 - Teens 13 or older,5.08,13638.0,10828.0,3120.0,3.0
Bakuten Shoot Beyblade G Revolution,TV,52.0,Finished Airing,Winter 2003,Winter,2003.0,"Action, Adventure, Comedy, Sci-Fi",,Nippon Animation,"TV Tokyo, Yomiko Advertising, d-rights",Shounen,PG - Children,6.99,4563.0,3384.0,52427.0,234.0
Bakuten Shoot Beyblade 2002,TV,51.0,Finished Airing,Winter 2002,Winter,2002.0,"Action, Adventure, Comedy, Sci-Fi",,Nippon Animation,"TV Tokyo, d-rights",Shounen,PG - Children,6.74,5842.0,2832.0,72484.0,125.0
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,Movie,1.0,Finished Airing,,,,"Action, Adventure, Comedy, Sci-Fi",,"Nippon Animation, Synergy Japan","Yomiko Advertising, d-rights",Shounen,G - All Ages,6.67,6301.0,6283.0,13143.0,10.0
Soreyuke! Uchuu Senkan Yamamoto Youko II,OVA,3,Finished Airing,,,,"Action, Adventure, Sci-Fi",,J.C.Staff,Kadokawa Shoten,,PG-13 - Teens 13 or older,6.26,8767.0,10743.0,3193.0,2.0
Bomberman B-Daman Bakugaiden,TV,48,Finished Airing,Winter 1998,Winter,1998.0,"Comedy, Sci-Fi",,Madhouse,Nagoya Broadcasting Network,,PG - Children,6.59,6758.0,10001.0,4007.0,5.0
Bomberman B-Daman Bakugaiden Victory,TV,50,Finished Airing,Winter 1999,Winter,1999.0,Sci-Fi,,Madhouse,Nagoya Broadcasting Network,,PG-13 - Teens 13 or older,6.46,7593.0,11314.0,2706.0,0.0
Captain Tsubasa J,TV,47,Finished Airing,Fall 1994,Fall,1994.0,Sports,Team Sports,Studio Comet,"Nihon Ad Systems, Fuji TV",Shounen,G - All Ages,7.28,3027.0,4380.0,31887.0,87.0
Chou Robot Seimeitai Transformers Micron Densetsu,TV,52.0,Finished Airing,Winter 2003,Winter,2003.0,Sci-Fi,Mecha,Actas,"TV Tokyo, Nippon Columbia, TV Tokyo Music",,PG-13 - Teens 13 or older,6.83,5371.0,6694.0,11317.0,58.0
Cosmo Warrior Zero,TV,13.0,Finished Airing,Summer 2001,Summer,2001.0,"Action, Adventure, Sci-Fi","Military, Space",Vega Entertainment,AT-X,,PG-13 - Teens 13 or older,6.52,7204.0,8237.0,6752.0,6.0
Young Herlock wo Oe! Cosmo Warrior Zero Gaiden,TV Special,2.0,Finished Airing,,,,"Adventure, Drama, Sci-Fi","Military, Space",Vega Entertainment,add some,,PG-13 - Teens 13 or older,6.24,8921.0,10966.0,2995.0,0.0
Cyborg 009: The Cyborg Soldier,TV,50,Finished Airing,Fall 2001,Fall,2001.0,"Action, Adventure, Sci-Fi",,Japan Vistec,"TV Tokyo, Shaft, Avex Entertainment, Brain's Base, Avex Mode",Shounen,PG-13 - Teens 13 or older,7.24,3281.0,4080.0,37112.0,199.0
Green Green Character DVD,OVA,3.0,Finished Airing,,,,"Comedy, Romance, Ecchi",,Studio Matrix,add some,,R+ - Mild Nudity,6.16,9404.0,6748.0,11108.0,7.0
Brave Story,Movie,1,Finished Airing,,,,"Action, Adventure, Fantasy",Isekai,Gonzo,"Dentsu, SKY Perfect Well Think, Fuji TV, Warner Bros. Japan",,G - All Ages,7.39,2512.0,3616.0,46829.0,193.0
Baldr Force Exe Resolution,OVA,4,Finished Airing,,,,"Drama, Sci-Fi",Mecha,Satelight,"Alchemist, Geneon Entertainment",,R+ - Mild Nudity,6.37,8128.0,5544.0,18241.0,31.0
Di Gi Charat Nyo,TV,104,Finished Airing,Spring 2003,Spring,2003.0,"Comedy, Fantasy, Sci-Fi",,Madhouse,"TV Osaka, Broccoli",,G - All Ages,7.05,4278.0,7384.0,8907.0,51.0
Dotto Koni-chan,TV,26,Finished Airing,Fall 2000,Fall,2000.0,Comedy,,Shaft,"Genco, Animax",,PG-13 - Teens 13 or older,7.29,2962.0,8726.0,5918.0,26.0
Duel Masters,TV,26.0,Finished Airing,Fall 2002,Fall,2002.0,"Action, Comedy, Fantasy",Strategy Game,"Studio Hibari, A.C.G.T.",Shogakukan Productions,Kids,PG-13 - Teens 13 or older,5.84,11122.0,4936.0,24473.0,40.0
Bleach Movie 1: Memories of Nobody,Movie,1,Finished Airing,,,,"Action, Adventure, Supernatural",,Studio Pierrot,"TV Tokyo, Dentsu, Shueisha",Shounen,PG-13 - Teens 13 or older,7.43,2313.0,912.0,297020.0,672.0
Nanatsu-iro★Drops,TV,12,Finished Airing,Summer 2007,Summer,2007.0,Romance,"Mahou Shoujo, School",Studio Barcelona,Geneon Entertainment,,PG-13 - Teens 13 or older,6.98,4646.0,4955.0,24218.0,89.0
Byousoku 5 Centimeter,Movie,3,Finished Airing,,,,"Drama, Romance",,CoMix Wave Films,add some,,PG-13 - Teens 13 or older,7.55,1840.0,182.0,995986.0,11308.0
Bokura no,TV,24,Finished Airing,Spring 2007,Spring,2007.0,"Drama, Sci-Fi, Suspense","Mecha, Psychological, Survival",Gonzo,"Victor Entertainment, Magic Capsule, Sotsu Music Publishing, Future Vision Music",Seinen,R - 17+ (violence & profanity),7.59,1681.0,1351.0,199800.0,1211.0
Kaze no Stigma,TV,24,Finished Airing,Spring 2007,Spring,2007.0,"Action, Romance, Supernatural",,Gonzo,add some,,PG-13 - Teens 13 or older,7.15,3753.0,534.0,470066.0,1970.0
_Summer,OVA,2,Finished Airing,,,,"Drama, Romance",Harem,Rikuentai,add some,,PG-13 - Teens 13 or older,5.55,12420.0,6717.0,11232.0,4.0
Reideen,TV,26,Finished Airing,Winter 2007,Winter,2007.0,Sci-Fi,Mecha,Production I.G,Tohokushinsha Film Corporation,,PG-13 - Teens 13 or older,6.51,7267.0,7038.0,10106.0,8.0
iDOLM@STER Xenoglossia,TV,26,Finished Airing,Spring 2007,Spring,2007.0,"Comedy, Sci-Fi",Mecha,Sunrise,Bandai Visual,,PG-13 - Teens 13 or older,6.45,7636.0,4940.0,24421.0,32.0
Les Misérables: Shoujo Cosette,TV,52,Finished Airing,Winter 2007,Winter,2007.0,Drama,Historical,Nippon Animation,add some,,G - All Ages,7.91,853.0,4284.0,33728.0,304.0
Murder Princess,OVA,6,Finished Airing,,,,"Action, Adventure, Fantasy",Gore,Bee Train,"Marvelous Entertainment, Avex Mode",,R - 17+ (violence & profanity),6.95,4765.0,3132.0,60299.0,165.0
Nodame Cantabile,TV,23,Finished Airing,Winter 2007,Winter,2007.0,"Comedy, Romance","Adult Cast, Music, Performing Arts",J.C.Staff,"Dentsu, Genco, SKY Perfect Well Think, Kodansha, Fuji TV, Magic Capsule, Asmik Ace, Sony Music Entertainment, Fujipacific Music",Josei,PG-13 - Teens 13 or older,8.25,353.0,817.0,328659.0,4967.0
Romeo x Juliet,,,,,,,,,,,,,7.57,,,,
Boku no Marie,OVA,3,Finished Airing,,,,"Comedy, Romance, Sci-Fi, Ecchi",,Studio Pierrot,add some,Seinen,R+ - Mild Nudity,6.25,8863.0,8472.0,6329.0,12.0
Yoru ga Kuru!,OVA,4.0,Finished Airing,,,,"Horror, Supernatural, Hentai","Mythology, Super Power",Shinkuukan,Green Bunny,,Rx - Hentai,5.49,,10548.0,3379.0,3.0
Tokyo Tribe 2,TV,13,Finished Airing,Fall 2006,Fall,2006.0,"Action, Drama",,Madhouse,Sony Music Entertainment,,R+ - Mild Nudity,6.62,6581.0,6331.0,12863.0,32.0
Eat-Man,TV,12,Finished Airing,Winter 1997,Winter,1997.0,"Action, Adventure, Sci-Fi",Super Power,Studio Deen,"Bandai Visual, Sotsu",Shounen,R - 17+ (violence & profanity),6.34,8297.0,6131.0,13979.0,32.0
Genma Taisen: Shinwa Zenya no Shou,TV,13.0,Finished Airing,Winter 2002,Winter,2002.0,"Adventure, Fantasy",,E&G Films,Groove Corporation,Seinen,R+ - Mild Nudity,4.94,13799.0,11267.0,2743.0,1.0
Gun Frontier,TV,13.0,Finished Airing,Spring 2002,Spring,2002.0,"Action, Adventure, Drama, Sci-Fi",Historical,Vega Entertainment,"TV Tokyo, Echo",Seinen,PG-13 - Teens 13 or older,6.52,7214.0,6458.0,12335.0,25.0
Kinnikuman II Sei,TV,51.0,Finished Airing,Winter 2002,Winter,2002.0,"Comedy, Sci-Fi, Sports",Combat Sports,Toei Animation,"TV Tokyo, Yomiko Advertising",,PG-13 - Teens 13 or older,6.91,4929.0,5430.0,19293.0,70.0
Majuu Sensen: The Apocalypse,TV,13.0,Finished Airing,Winter 2003,Winter,2003.0,"Action, Supernatural","Mythology, Super Power",Magic Bus,Dynamic Planning,Shounen,R+ - Mild Nudity,5.29,13200.0,10371.0,3555.0,4.0
Pokemon: Mewtwo! Ware wa Koko ni Ari,TV Special,1,Finished Airing,,,,"Action, Adventure, Comedy, Drama, Fantasy",,OLM,Shogakukan Productions,Kids,PG - Children,7.08,4177.0,2624.0,82312.0,26.0
Rockman.EXE,TV,56.0,Finished Airing,Spring 2002,Spring,2002.0,"Action, Adventure, Comedy, Sci-Fi",Video Game,Xebec,"TV Tokyo, Nihon Ad Systems, Half H.P Studio, Shogakukan Productions",,PG-13 - Teens 13 or older,6.91,4941.0,3843.0,42167.0,159.0
Ryuusei Sentai Musumet,TV,13.0,Finished Airing,Fall 2004,Fall,2004.0,"Adventure, Comedy, Romance, Sci-Fi, Ecchi",,TNK,Pony Canyon,,PG-13 - Teens 13 or older,5.98,10340.0,10116.0,3883.0,3.0
Shinseikiden Mars,TV,13.0,Finished Airing,Fall 2002,Fall,2002.0,Sci-Fi,Mecha,"Plum, Studio Guts","MediaNet, AT-X, Tsuburaya Productions",Shounen,PG-13 - Teens 13 or older,5.43,12812.0,12134.0,2146.0,1.0
Submarine Super 99,TV,13.0,Finished Airing,Spring 2003,Spring,2003.0,"Action, Adventure, Sci-Fi",Military,Vega Entertainment,"TV Tokyo, Pony Canyon, AT-X, Tsuburaya Productions",Shounen,PG-13 - Teens 13 or older,6.19,9181.0,11056.0,2921.0,2.0
Winter Garden,TV Special,2,Finished Airing,,,,"Drama, Romance",,J.C.Staff,Broccoli,,G - All Ages,6.52,7189.0,7424.0,8802.0,15.0
Rozen Maiden: Ouvertüre,TV Special,2.0,Finished Airing,,,,"Action, Drama, Supernatural",,Nomad,Mellow Head,Seinen,PG-13 - Teens 13 or older,7.71,1326.0,3047.0,63794.0,218.0
To Heart 2 OVA,OVA,3,Finished Airing,,,,"Comedy, Drama, Romance","Harem, School",Chaos Project,add some,,PG-13 - Teens 13 or older,6.82,5432.0,7763.0,7819.0,8.0
Hitohira,TV,12,Finished Airing,Spring 2007,Spring,2007.0,"Drama, Romance","Performing Arts, School",XEBEC M2,"Genco, Media Factory, AT-X, ASCII Media Works, Index, Futabasha, Gigno Systems",Seinen,PG-13 - Teens 13 or older,6.71,6039.0,5220.0,21375.0,31.0
Nagasarete Airantou,TV,26,Finished Airing,Spring 2007,Spring,2007.0,"Comedy, Fantasy, Romance, Ecchi",Harem,feel.,Square Enix,Shounen,PG-13 - Teens 13 or older,7.2,3497.0,2208.0,107629.0,414.0
Clannad Movie,Movie,1,Finished Airing,,,,"Drama, Romance, Supernatural",School,Toei Animation,add some,,PG-13 - Teens 13 or older,7.24,3279.0,1447.0,185052.0,454.0
Saint October,TV,26,Finished Airing,Winter 2007,Winter,2007.0,"Adventure, Fantasy",,Studio Comet,"Konami, Yomiko Advertising, Delfi Sound",,PG-13 - Teens 13 or older,6.47,7479.0,7643.0,8141.0,7.0
Keitai Shoujo,ONA,6,Finished Airing,,,,"Comedy, Drama, Romance",School,Studio Hibari,"Milky Cartoon, G-mode",,PG-13 - Teens 13 or older,5.2,13410.0,8713.0,5932.0,2.0
Devil May Cry,TV,12,Finished Airing,Summer 2007,Summer,2007.0,"Action, Fantasy","Gore, Mythology",Madhouse,"WOWOW, Media Factory, Capcom, Toshiba Entertainment, Showgate",,R - 17+ (violence & profanity),6.95,4752.0,794.0,337784.0,1790.0
Shinkyoku Soukai Polyphonica,TV,12,Finished Airing,Spring 2007,Spring,2007.0,"Drama, Fantasy, Romance","Music, School",Ginga Ya,"Lantis, Pony Canyon, TBS, Movic, Magic Capsule, SoftBank Creative, Memory-Tech, T.O Entertainment, Fuji Creative",,PG-13 - Teens 13 or older,6.78,5650.0,4335.0,32763.0,43.0
Super GALS! Kotobuki Ran,TV,52,Finished Airing,Spring 2001,Spring,2001.0,Comedy,,Studio Pierrot,TV Tokyo,Shoujo,PG-13 - Teens 13 or older,7.4,2442.0,4836.0,25624.0,233.0
Maria-sama ga Miteru 3rd,OVA,5,Finished Airing,,,,"Drama, Girls Love",School,Studio Deen,add some,Shoujo,PG-13 - Teens 13 or older,7.78,1139.0,4881.0,25061.0,100.0
Tales of Symphonia The Animation: Sylvarant-hen,OVA,4,Finished Airing,,,,"Action, Adventure, Fantasy",Martial Arts,ufotable,"Frontier Works, Geneon Entertainment",,PG-13 - Teens 13 or older,7.13,3872.0,3309.0,54411.0,144.0
Negima!? Natsu Special!?,OVA,1.0,Finished Airing,,,,"Comedy, Fantasy, Romance, Ecchi",,"Shaft, GANSIS",Starchild Records,Shounen,PG-13 - Teens 13 or older,7.07,4227.0,5521.0,18444.0,13.0
eX-Driver: Nina & Rei Danger Zone,Movie,1.0,Finished Airing,,,,"Action, Sci-Fi",Racing,Actas,"Bandai Visual, Dentsu, Genco",,PG-13 - Teens 13 or older,6.38,8055.0,9111.0,5258.0,2.0
Ajimu: Kaigan Monogatari,ONA,4,Finished Airing,,,,"Comedy, Drama, Romance","Music, School",Actas,Toho Music,,PG-13 - Teens 13 or older,6.31,8484.0,5928.0,15287.0,20.0
Naruto: Shippuuden,TV,500,Finished Airing,Winter 2007,Winter,2007.0,"Action, Adventure, Fantasy",Martial Arts,Studio Pierrot,"TV Tokyo, Aniplex, KSS, Rakuonsha, TV Tokyo Music",Shounen,PG-13 - Teens 13 or older,8.28,324.0,15.0,2679122.0,118351.0
B'T X Neo,OVA,14,Finished Airing,,,,"Action, Adventure",,TMS Entertainment,TMS-Kyokuchi,Shounen,PG-13 - Teens 13 or older,7.1,4048.0,8788.0,5835.0,11.0
